"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Harper, Andy","","person","","Harper, Andy [person]","014546503","Monograph","Language material ; Text","Volume","GBA983368","","9780955613401","The ballad of Mistah Bones","","","","England","London","Frost & Reed Contemporary","2007","","24 pages, chielfly colour illustrations, 25 cm","759.2","YK.2009.b.5864","Ballard, J. G, 1930-2009 ; Painting, English--21st century","","English","",""
"Heffernan, Niall","1977-","person","author","Heffernan, Niall, 1977-, author [person]","019034403","Monograph","Language material ; Text","Volume","GBB907203","","9781476664668","In the shadow of the bomb : the legacy of the Cold War in Dr. Strangelove, End Zone, Crash and The Wire","","","","United States of America","Jefferson, North Carolina","McFarland","2018","","vii, 201 pages, 23 cm","320.510973","YC.2019.a.592","DeLillo, Don ; Dr. Strangelove (Motion picture) ; Wire (Television program) ; Ballard, J. G, 1930-2009 ; Neoliberalism in popular culture--United States ; Cold War--Influence","","English","",""
"Hockney, David","1937-","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Howard, Marghanita, née Laski; writer and critic","1915-1988","person","correspondent","Jolley, Monica Elizabeth, writer, 1923-2007 [correspondent] ; Manning, Olivia Mary, author, 1908-1980 [correspondent] ; Atwood, Margaret Eleanor, Canadian author, 1939- [correspondent] ; Wilson, John Burgess, author and critic; pseudonym Anthony Burgess, 1917-1993 [correspondent] ; Jordan, Neil, filmmaker and novelist, 1950 [correspondent] ; Zinnemann, Frederick, Austrian-American film director, 1907-1997 [correspondent] ; Ballard, James Graham, writer, 1930-2009 [correspondent] ; Berger, John Peter, author and art critic, 1926-2017 [correspondent]","038-000000818","SubSubSeries. Archives and Manuscripts","","","","ark:/81055/vdc_100000000061.0x000113","","Angela Carter Papers: General correspondence of Angela Carter 1-2","","","","","","","1970-1992, nd","","2 files","","Western Manuscripts. Add MS 88899/3/1-2","","","English","General correspondence. Mostly typewritten and signed. Including letters from Margaret Atwood, J. G. Ballard, John Berger, Anthony Burgess, Elizabeth Jolley, Neil Jordan, Marghanita Laski, Olivia Manning, and Fred Zinnemann",""
"Instone, Michael","","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Jolley, Monica Elizabeth, writer","1923-2007","person","correspondent","Manning, Olivia Mary, author, 1908-1980 [correspondent] ; Atwood, Margaret Eleanor, Canadian author, 1939- [correspondent] ; Wilson, John Burgess, author and critic; pseudonym Anthony Burgess, 1917-1993 [correspondent] ; Howard, Marghanita, née Laski; writer and critic, 1915-1988 [correspondent] ; Jordan, Neil, filmmaker and novelist, 1950 [correspondent] ; Zinnemann, Frederick, Austrian-American film director, 1907-1997 [correspondent] ; Ballard, James Graham, writer, 1930-2009 [correspondent] ; Berger, John Peter, author and art critic, 1926-2017 [correspondent]","038-000000818","SubSubSeries. Archives and Manuscripts","","","","ark:/81055/vdc_100000000061.0x000113","","Angela Carter Papers: General correspondence of Angela Carter 1-2","","","","","","","1970-1992, nd","","2 files","","Western Manuscripts. Add MS 88899/3/1-2","","","English","General correspondence. Mostly typewritten and signed. Including letters from Margaret Atwood, J. G. Ballard, John Berger, Anthony Burgess, Elizabeth Jolley, Neil Jordan, Marghanita Laski, Olivia Manning, and Fred Zinnemann",""
"Jordan, Neil, filmmaker and novelist","1950","person","correspondent","Jolley, Monica Elizabeth, writer, 1923-2007 [correspondent] ; Manning, Olivia Mary, author, 1908-1980 [correspondent] ; Atwood, Margaret Eleanor, Canadian author, 1939- [correspondent] ; Wilson, John Burgess, author and critic; pseudonym Anthony Burgess, 1917-1993 [correspondent] ; Howard, Marghanita, née Laski; writer and critic, 1915-1988 [correspondent] ; Zinnemann, Frederick, Austrian-American film director, 1907-1997 [correspondent] ; Ballard, James Graham, writer, 1930-2009 [correspondent] ; Berger, John Peter, author and art critic, 1926-2017 [correspondent]","038-000000818","SubSubSeries. Archives and Manuscripts","","","","ark:/81055/vdc_100000000061.0x000113","","Angela Carter Papers: General correspondence of Angela Carter 1-2","","","","","","","1970-1992, nd","","2 files","","Western Manuscripts. Add MS 88899/3/1-2","","","English","General correspondence. Mostly typewritten and signed. Including letters from Margaret Atwood, J. G. Ballard, John Berger, Anthony Burgess, Elizabeth Jolley, Neil Jordan, Marghanita Laski, Olivia Manning, and Fred Zinnemann",""
"Juno, Andrea","","person","","Juno, Andrea [person] ; Vale, Vivian [person]","010129072","Monograph","Language material ; Text","Volume","GB9735426","","9780965046978","J. G. Ballard","","RE/Search","number 8/9 [RE/Search]","England","Enfield ; San Francisco, California","Airlift ; Search Publications","1984","","171 pages, illustrations, portraits, 28 cm","823.914","YA.1997.b.3427","Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Cover title ; bibliography: p166-171. _ Includes index",""
"Kosh, John","","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Kraitsowits, Stephan","","person","","Kraitsowits, Stephan [person]","016470028","Monograph","Language material ; Text","Volume","","","9782877755337","J.G. Ballard : inventer la réalité","","","","France","Mont-Saint-Aignan","des universités de Rouen & du Havre","2011","","212 pages, 21 cm","823","YF.2013.a.16977","Ballard, J. G, 1930-2009--Criticism and interpretation ; British Science Fiction Literature--20th Century--Criticism and interpretation--Ballard","","French","",""
"Laing, Tim","","person","illustrator","Laing, Tim, illustrator [person] ; Ballard, J. G., 1930-2009, author [person] ; Boyd, William, 1952-, writer [person] ; Folio Society (London, England) [organisation]","018394316","Monograph","Language material ; Still image ; Text","Volume","GBB7F6365","","","Empire of the sun","","","","England","London","Folio Society","2017","","xiv, 278 pages, 4 leaves of plates, black and white illustrations, 1 map (black and white), 25 cm","823.914","Nov.2017/2094","","","English","'The text of this edition follows that of the first edition, with minor emendations'--Title page verso ; In slipcase ; Originally published: London : Victor Gollancz, 1984",""
"Lennon, John","1940-1980","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Logue, Christopher","1926-2011","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Lucie-Smith, Edward","","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Luckhurst, Roger","","person","","Luckhurst, Roger [person]","006357599","Monographic component part","Language material ; Text","Volume","","","9780853238218 ; 9780853238317","'The angle between two walls' : the fiction of J.G. Ballard","","Liverpool science fiction texts and studies","11 [Liverpool science fiction texts and studies]","England","Liverpool","Liverpool University Press","1997","","xix, 213 pages, illustrations, 1 facsimile, 24 cm","823.914","5281.187700","Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","",""
"Luckhurst, Roger","","person","","Luckhurst, Roger [person]","008800192","Monograph","Language material ; Text","Volume","GBA058281","","9780853238218","The angle between two walls : the fiction of J.G. Ballard","","Liverpool science fiction texts and studies","11 [Liverpool science fiction texts and studies]","England","Liverpool","Liverpool University Press","1997","","xix, 213 pages, 25 cm","823.914","YC.2000.a.10077","Ballard, J. G, 1930-2009","","English","",""
"Manning, Olivia Mary, author","1908-1980","person","correspondent","Jolley, Monica Elizabeth, writer, 1923-2007 [correspondent] ; Atwood, Margaret Eleanor, Canadian author, 1939- [correspondent] ; Wilson, John Burgess, author and critic; pseudonym Anthony Burgess, 1917-1993 [correspondent] ; Howard, Marghanita, née Laski; writer and critic, 1915-1988 [correspondent] ; Jordan, Neil, filmmaker and novelist, 1950 [correspondent] ; Zinnemann, Frederick, Austrian-American film director, 1907-1997 [correspondent] ; Ballard, James Graham, writer, 1930-2009 [correspondent] ; Berger, John Peter, author and art critic, 1926-2017 [correspondent]","038-000000818","SubSubSeries. Archives and Manuscripts","","","","ark:/81055/vdc_100000000061.0x000113","","Angela Carter Papers: General correspondence of Angela Carter 1-2","","","","","","","1970-1992, nd","","2 files","","Western Manuscripts. Add MS 88899/3/1-2","","","English","General correspondence. Mostly typewritten and signed. Including letters from Margaret Atwood, J. G. Ballard, John Berger, Anthony Burgess, Elizabeth Jolley, Neil Jordan, Marghanita Laski, Olivia Manning, and Fred Zinnemann",""
"Mieszkowski, Sylvia","","person","author","Mieszkowski, Sylvia, author [person]","017403674","Monograph","Language material ; Text","Volume","","","9783837622027","Resonant alterities : sound, desire and anxiety in non-realist fiction","","Cultural and media studies","","Germany","Bielefeld","Transcript","2014","","402 pages, 23 cm","823.8","YD.2015.a.1333","English fiction--History and criticism ; Noise in literature ; Sound in literature ; Ballard, J. G, 1930-2009--Criticism and interpretation ; American fiction--History and criticism ; Blackwood, Algernon, 1869-1951--Criticism and interpretation ; DeLillo, Don ; Klang ; Senses and sensation in literature ; Wahrnehmung ; Lee, Vernon, 1856-1935 ; Literatur ; DeLillo, Don--Criticism and interpretation ; Lee, Vernon, 1856-1935--Criticism and interpretation","Criticsm and interpretation","English","Additional physical form: 9783839422021",""
"Notéris, Emilie","","person","","Ballard, J. G., 1930-2009 [person] ; Schmidt, Jérôme [person] ; Notéris, Emilie [person]","015118840","Monograph","Language material ; Text","Volume","","","9782915453478","J.G. Ballard : hautes altitudes","","","","France","Alfortville","","2008","","216 pages, illustrations, 19 cm","823.914","YF.2012.a.13231","British Science Fiction Literature--20th Century--Critical Essays ; Ballard, J. G, 1930-2009--Criticism and interpretation","","French","",""
"O'Hara, Daniel Finbarr John","1972-","person","","O'Hara, Daniel Finbarr John, 1972- [person] ; Ballard, J. G., 1930-2009 [person] ; Sellars, Simon [person]","016086021","Monograph","Language material ; Text","Volume","GBB246800","","9780007454853","Extreme metaphors : selected interviews with J.G. Ballard, 1967-2008","","","","England","London","Fourth Estate","2012","","xxiii, 503 pages, 24 cm","823.914","YC.2013.a.7204","Ballard, J. G, 1930-2009--Interviews","Interview","English","",""
"O'Hara, Daniel Finbarr John","1972-","person","editor","O'Hara, Daniel Finbarr John, 1972-, editor [person] ; Ballard, J. G., 1930-2009, author [person] ; Sellars, Simon, editor [person]","016536302","Monograph","Language material ; Text","Volume","GBB3A0613","","9780007454860","Extreme metaphors : selected interviews with J.G. Ballard, 1967-2008","Works. Selections","","","England","London","Fourth Estate","2014","","503 pages, 20 cm","823.914","","Authors, English--20th century--Interviews ; Ballard, J. G, 1930-2009--Interviews","Interview","English","Includes index ; Originally published: 2012",""
"Ono, Yōko","","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Paddy, David Ian","","person","author","Paddy, David Ian, author [person]","017534390","Monograph","Language material ; Still image ; Text","Volume","GBB5C2188","","9781780240183","The empires of J.G. Ballard : an imagined geography","","SF storyworlds","2 [SF storyworlds]","England","Canterbury","Gylphi","2015","","ix, 366 pages, illustrations, 22 cm","823.914","YC.2016.a.5391","Ballard, J. G, 1930-2009--Criticism and interpretation","","English","'A Gylphi Limited book' ; Additional physical form: ebook version. 9781780240206",""
"Paddy, David Ian","","person","author","Paddy, David Ian, author [person]","017535047","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook ; Kindle ebook)","GBB5C2844","","9781780240190 ; 9781780240206","The empires of J.G. Ballard : an imagined geography","","SF storyworlds","2 [SF storyworlds]","England","Canterbury","Gylphi","2015","","1 online resource, illustrations","823.914","","Ballard, J. G, 1930-2009--Criticism and interpretation","","English","Additional physical form: Print version. 9781780240183",""
"Paolozzi, Eduardo","1924-2005","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Peake, Mervyn","1911-1968","person","","Ballard, J. G., 1930-2009 [person] ; Aldiss, Brian W. (Brian Wilson), 1925-2017 [person] ; Peake, Mervyn, 1911-1968 [person]","005589097","Monograph","Language material ; Text","Volume","GB7510870","","9780552097482","The inner landscape","Boy in darkness ; Danger, religion! ; The voices of time","Corgi SF collector's library","","England","London","Corgi","1975","","187 pages, 18 cm","823.91","","Short stories in English, 1900---Texts ; Short stories, English","","English","This collection originally published: London : Allison and Busby, 1969",""
"Peake, Mervyn","1911-1968","person","","Ballard, J. G., 1930-2009 [person] ; Aldiss, Brian W. (Brian Wilson), 1925-2017 [person] ; Peake, Mervyn, 1911-1968 [person]","008110984","Monograph","Language material ; Text","Volume","GB6911830","","9780850310054","The inner landscape","","","","England","London","Allison & Busby","1969","","151 pages","823.91","YA.1996.a.1507","Science fiction","","English","Originally published (B56-16737) in 'Sometime never'. London: Eyre & Spottiswoode, 1956",""
"Peake, Mervyn","1911-1968","person","","Ballard, J. G., 1930-2009 [person] ; Aldiss, Brian W. (Brian Wilson), 1925-2017 [person] ; Peake, Mervyn, 1911-1968 [person]","011584454","Monograph","Language material ; Text","Volume","GB7023429","","9780552085007","The inner landscape","Boy in darkness ; Danger: religion! ; Voices of time","","","England","London","Corgi","1970","","190 pages, 18 cm","823.91","","","","English","Contents: Peake, Mervyn. Boy in darkness. Originally published (B56-16737) in 'Sometime never'. London: Eyre & Spottiswoode, 1956. - Ballard, James Graham. The voices of time. - Aldiss, Brian Wilson. Danger: religion! ; Originally published (B56-16737) in 'Sometime never'. London: Eyre & Spottiswoode, 1956 ; Originally published (B69-11830), London: Allison & Busby, 1969",""
"Potter, J. K.","","person","illustrator","Ballard, J. G., 1930-2009, author [person] ; Potter, J. K., illustrator [person]","016659370","Monograph","Language material ; Text","Volume","","","9780870541575","Memories of the space age","Short stories. Selections","","","United States of America","Sauk City, Wisconson","Arkham House","1988","First edition","216 pages, black and white illustrations, 21 cm","823.914","YD.2014.a.1221","Science fiction, English","","English","Eight stories originally published between 1962 and 1985",""
"Pringle, David","","person","","Pringle, David [person]","008440229","Monograph","Language material ; Text","Volume","","","9780816186037","J.G. Ballard : a primary and secondary bibliography","","Masters of science fiction and fantasy","","United States of America","Boston, Massachusetts","G.K. Hall","1984","","","016.823914","85/21767","Science fiction, English--Bibliography ; Ballard, J. G, 1930-2009--Bibliography","","English","",""
"Pringle, David","","person","","Pringle, David [person]","012013536","Monograph","Language material ; Text","Volume","","","9780893701383 ; 9780893702380","Earth is the alien planet : J. G. Ballard's four-dimensional nightmare","","Popular writers of today ; The Milford series","volume 26 [Popular writers of today]","United States of America","San Bernardino, California","Borgo Press","1979","","63 pages, illustrations, 22 cm","823.914","6551.700000 ; YA.1986.a.2170","Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation ; Fiction in English--Ballard, J--G--1930-","","English","",""
"Pringle, David","1950-","person","","Gregory, Carol [person] ; Ballard, J. G., 1930-2009 [person] ; Pringle, David, 1950- [person] ; Goddard, James [person]","006742115","Monograph","Language material ; Text","Volume","GB7633565","","9780905220031 ; 9780905220048","J.G. Ballard, the first twenty years","","","","England","Hayes ; Wimborne Ave, Hayes, Middlesex","Bran's Head","1976","","10, 76, 24 pages, illustrations, 1 portrait, 22 cm","823.914","X.989/51000","Science fiction, English--Bibliography ; Fiction in English--Ballard, J--G--James Graham--1930- ; Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","",""
